season_id,season_label,anime_title,is_rerun,kind,index,song_title,artist,youtube_url,youtube_views,youtube_channel,anime_youtube_url,anime_youtube_views,anime_youtube_channel,last_searched_at
5947,2026秋アニメ,ホタルの嫁入り,False,ED,1,夢心地,TOOBOE,https://www.youtube.com/watch?v=TE3McAbD7DA,798374,john / TOOBOE,,,,2026-09-16T09:08:15
5947,2026秋アニメ,ホテル・インヒューマンズ 第2期,False,OP,1,螺旋,GAN（岩田剛典）,,,,,,,
5947,2026秋アニメ,ホテル・インヒューマンズ 第2期,False,ED,1,スイートピー,ファントムシータ,,,,,,,
5947,2026秋アニメ,マウスカーソルで現実を操作できるようになったので、女の子をいっぱいクリックしまーす,False,主題歌,1,MOUSE DRIVE,Maware Isogavva,,,,,,,
5947,2026秋アニメ,マジカル★エクスプローラー,False,OP,1,Remedy,ASCA,,,,,,,
5947,2026秋アニメ,マジカル★エクスプローラー,False,ED,1,Double Wings,ASCA,,,,,,,
5947,2026秋アニメ,魔法少女育成計画restart,False,OP,1,No tears here,茅原実里,https://www.youtube.com/watch?v=-PX7FqZ55tE,110754,TVアニメ「魔法少女育成計画restart」公式チャンネル,,,,2026-09-16T09:08:44
5947,2026秋アニメ,魔法少女育成計画restart,False,ED,1,ReMind,Daisy×Daisy,https://www.youtube.com/watch?v=iD1hmEvGQmM,92895,TVアニメ「魔法少女育成計画restart」公式チャンネル,,,,2026-09-19T09:08:13
5947,2026秋アニメ,魔法の姉妹ルルットリリィ 第2クール,False,OP,1,Bubee,ILLIT,https://www.youtube.com/watch?v=803SES0YVcM,320908,Bandai Namco Filmworks Channel,https://www.youtube.com/watch?v=803SES0YVcM,320908,Bandai Namco Filmworks Channel,2026-09-21T09:07:04
5947,2026秋アニメ,魔法の姉妹ルルットリリィ 第2クール,False,OP,2,Swingin' Magic,ILLIT,,,,,,,
5947,2026秋アニメ,魔法の姉妹ルルットリリィ 第2クール,False,ED,1,Calling,ルルットリリィ（こんぺとリリィ（CV.橘めい）、ましゅールル（CV.小鹿なお））,https://www.youtube.com/watch?v=803SES0YVcM,320908,Bandai Namco Filmworks Channel,https://www.youtube.com/watch?v=803SES0YVcM,320908,Bandai Namco Filmworks Channel,2026-09-21T09:07:21
5947,2026秋アニメ,魔法の姉妹ルルットリリィ 第2クール,False,ED,2,どりぃむアラモード,ルルットリリィ（こんぺとリリィ（CV.橘めい）、ましゅールル（CV.小鹿なお））,https://www.youtube.com/watch?v=vaGNB4JkCAs,15253,Bandai Namco Filmworks Channel,https://www.youtube.com/watch?v=vaGNB4JkCAs,15253,Bandai Namco Filmworks Channel,2026-09-17T09:07:28
5947,2026秋アニメ,マロニエ王国の七人の騎士,False,OP,1,さよならは言わない,yama,,,,,,,
5947,2026秋アニメ,目覚めたら最強装備と宇宙船持ちだったので、一戸建て目指して傭兵として自由に生きたい,False,OP,1,UNSTOPPABLE,FLOW,,,,,,,
5947,2026秋アニメ,目覚めたら最強装備と宇宙船持ちだったので、一戸建て目指して傭兵として自由に生きたい,False,ED,1,MY WAY,ASTERISM,,,,,,,
5947,2026秋アニメ,メダリスト,True,OP,1,BOW AND ARROW,米津玄師,,,,,,,
5947,2026秋アニメ,メダリスト,True,ED,1,アタシのドレス,ねぐせ。,,,,,,,
5947,2026秋アニメ,野生のラスボスが現れた！ 第2期,False,OP,1,Melodic Impact,Suspended 4th,https://www.youtube.com/watch?v=clLABf_c_wI,1960,NBCUniversal Anime/Music,https://www.youtube.com/watch?v=clLABf_c_wI,1960,NBCUniversal Anime/Music,2026-09-19T09:08:50
5947,2026秋アニメ,野生のラスボスが現れた！ 第2期,False,ED,1,揺れてスカート,ちゃくら,https://www.youtube.com/watch?v=5Mqx25wWWGc,2286,NBCUniversal Anime/Music,https://www.youtube.com/watch?v=5Mqx25wWWGc,2286,NBCUniversal Anime/Music,2026-09-19T09:08:56
5947,2026秋アニメ,ゆうさんち！from 遊ハち,False,主題歌,1,てててて,環琴葉とはーちゃん（ACS Anime records）,,,,,,,
5947,2026秋アニメ,ゆるゆる図鑑,False,主題歌,1,すばら進化！,SHY,,,,,,,
5947,2026秋アニメ,夜桜さんちの大作戦 第2期 第2クール,False,OP,1,"What's ""KAZOKU""",櫻坂46,https://www.youtube.com/watch?v=4SdeuouXcWI,1119345,櫻坂46 OFFICIAL YouTube CHANNEL,https://www.youtube.com/watch?v=AIspds2UVts,430149,NBCUniversal Anime/Music,2026-09-16T09:09:35
5947,2026秋アニメ,夜桜さんちの大作戦 第2期 第2クール,False,OP,2,フォーエバーソング,ハンブレッダーズ,,,,,,,
